id	gene_short_name	locus	normal_FPKM	sorafenib-resistant_FPKM
XLOC_023738	MGC32805	chr5:122311690-122479087	0.937742	0.992468
XLOC_023739	SNCAIP	chr5:122311690-122479087	0.388667	0.497623
XLOC_023740	LOC101927379	chr5:122628951-122730560	0.0117886	0
XLOC_023741	PPIC	chr5:123023382-123036730	42.7952	38.4944
XLOC_023742	CEP120	chr5:123344884-123423592	3.7554	3.28335
XLOC_023743	LINC01170	chr5:124059793-124438520	0	0
XLOC_023744	ZNF608	chr5:124636912-124748793	1.24803	0.951243
XLOC_023745	LOC101927488	chr5:126272516-126285175	0	0
XLOC_023746	ALDH7A1	chr5:126541840-126595390	22.5672	27.8248
XLOC_023747	3-Mar	chr5:126867713-127030808	2.37345	1.80307
XLOC_023748	C5orf63	chr5:127038701-127073492	15.3877	22.572
XLOC_023749	LINC01184	chr5:127966008-128083712	5.54136	10.0462
XLOC_023750	FBN2	chr5:128257908-128538042	0.291506	0.0256736
XLOC_023751	MIR4460	chr5:129397061-129397147	0	0
XLOC_023752	ADAMTS19-AS1	chr5:129459558-129738683	0	0
XLOC_023753	CHSY3	chr5:129904016-130689616	4.99279	0.42353
XLOC_023754	HINT1	chr5:131159281-131165348	600.827	837.622
XLOC_023755	RAPGEF6	chr5:131423811-131635236	1.95219	3.47459
XLOC_023756	FNIP1	chr5:131641711-131797063	8.45916	7.66935
XLOC_023757	MEIKIN	chr5:131806990-131945698	0.0109518	0
XLOC_023758	ACSL6	chr5:131949973-132012068	4.22868	0.492302
XLOC_023759	P4HA2	chr5:132184875-132227863	22.1961	25.7966
XLOC_023760	MIR6830	chr5:132184875-132227863	0	0
XLOC_023761	"LOC553103,MIR3936"	chr5:132294451-132395614	3.22575	2.25171
XLOC_023762	IRF1	chr5:132481608-132491564	13.5331	27.3655
XLOC_023763	IL5	chr5:132541443-132543522	0	0.182595
XLOC_023764	TH2LCRR	chr5:132556461-132656154	0.280144	0
XLOC_023765	KIF3A	chr5:132692626-132737578	1.62329	2.9853
XLOC_023766	8-Sep	chr5:132747444-132777869	10.5364	9.13258
XLOC_023767	SHROOM1	chr5:132820479-132830981	33.262	75.4984
XLOC_023768	GDF9	chr5:132861180-132870564	1.50851	1.91908
XLOC_023769	AFF4	chr5:132873665-132963823	8.72885	15.9351
XLOC_023770	ZCCHC10	chr5:132996985-133026604	5.849	8.61086
XLOC_023771	FSTL4	chr5:133196459-133612532	0.157272	0.460697
XLOC_023772	MIR1289-2	chr5:133196459-133612532	0	0
XLOC_023773	C5orf15	chr5:133955506-133968715	32.801	35.54
XLOC_023774	VDAC1	chr5:133971874-134005133	129.349	219.408
XLOC_023775	SKP1	chr5:134114710-134177136	109.553	192.188
XLOC_023776	PPP2CA	chr5:134196456-134226259	46.9147	57.2014
XLOC_023777	CDKL3	chr5:134298315-134371047	0.962809	0.807582
XLOC_023778	CDKN2AIPNL	chr5:134402064-134415964	31.6817	32.013
XLOC_023779	LOC102546229	chr5:134429050-134435047	0.15986	0.598627
XLOC_023780	SAR1B	chr5:134601148-134632843	15.5597	17.4159
XLOC_023781	PITX1	chr5:135027733-135399887	15.1319	12.8423
XLOC_023782	C5orf66-AS1	chr5:135027733-135399887	0	0
XLOC_023783	C5orf66-AS2	chr5:135027733-135399887	0	0
XLOC_023784	H2AFY	chr5:135027733-135399887	60.2141	72.5916
XLOC_023785	DCANP1	chr5:135444213-135447348	0.045915	0.0911774
XLOC_023786	TIFAB	chr5:135448867-135452399	0.115021	0.295121
XLOC_023787	NEUROG1	chr5:135534281-135535949	0	0
XLOC_023788	CXCL14	chr5:135570680-135579279	0.010559	1.23371
XLOC_023789	LOC340074	chr5:135648682-135653935	0	0
XLOC_023790	MIR5692C1	chr5:135802984-135803075	0	0
XLOC_023791	IL9	chr5:135892245-135895827	0	0
XLOC_023792	LECT2	chr5:135946910-135955034	66.4144	65.8473
XLOC_023793	VTRNA2-1	chr5:136080497-136080597	0	0
XLOC_023794	SMAD5-AS1	chr5:136129513-136182740	0.107422	0.243528
XLOC_023795	LOC389332	chr5:136191467-136193163	12.0992	0.179988
XLOC_023796	TRPC7	chr5:136213310-136365476	0.00877655	0
XLOC_023797	MIR4454	chr5:136213310-136365476	0	0
XLOC_023798	SPOCK1	chr5:136975294-137499329	1.05969	1.58984
XLOC_023799	KLHL3	chr5:137617497-137736090	2.80118	1.17431
XLOC_023800	MIR874	chr5:137617497-137736090	0	0
XLOC_023801	HNRNPA0	chr5:137750621-137754444	46.1783	68.9873
XLOC_023802	FAM13B	chr5:137889435-138033113	4.09723	3.71823
XLOC_023803	NME5	chr5:138114640-138139443	2.08662	1.34036
XLOC_023804	BRD8	chr5:138139769-138178669	11.8446	11.8436
XLOC_023805	CDC23	chr5:138178727-138213343	10.8378	13.0779
XLOC_023806	GFRA3	chr5:138252379-138274564	6.76186	0.0270387
XLOC_023807	CDC25C	chr5:138285264-138349729	1.57396	3.49017
XLOC_023808	ETF1	chr5:138506092-138543300	21.752	31.4079
XLOC_023809	HSPA9	chr5:138554881-138575629	78.9899	160.114
XLOC_023810	SNORD63	chr5:138554881-138575629	0	0
XLOC_023811	LRRTM2	chr5:138753395-138935053	0.0600896	0.085968
XLOC_023812	SIL1	chr5:138946720-139198376	74.7293	75.9119
XLOC_023813	SLC23A1	chr5:139341831-139383369	7.65861	14.8014
XLOC_023814	MZB1	chr5:139387567-139389916	7.55233	9.52636
XLOC_023815	PROB1	chr5:139390959-139395196	0.40594	0.679496
XLOC_023816	SPATA24	chr5:139395287-139404112	4.90369	5.66304
XLOC_023817	DNAJC18	chr5:139410202-139439525	0.444958	0.580988
XLOC_023818	ECSCR	chr5:139448553-139462743	2.28211	3.78527
XLOC_023819	TMEM173	chr5:139475527-139497488	6.81277	17.2299
XLOC_023820	LOC101929696	chr5:139741346-139746223	0.0571309	0
XLOC_023821	NRG2	chr5:139846778-140043299	0.009667	0.845558
XLOC_023822	LINC01024	chr5:140102921-140120290	0.583329	0.936791
XLOC_023823	PFDN1	chr5:140245049-140303104	29.7423	30.1703
XLOC_023824	HBEGF	chr5:140332842-140346603	2.82923	5.25951
XLOC_023825	"APBB3,SRA1"	chr5:140550066-140569104	35.8743	31.226
XLOC_023826	MIR6831	chr5:140550066-140569104	0	0
XLOC_023827	CD14	chr5:140631495-140634230	102.346	87.8051
XLOC_023828	NDUFA2	chr5:140639405-140647785	206.987	255.445
XLOC_023829	"DND1,HARS"	chr5:140664798-140707413	21.8618	31.3285
XLOC_023830	LOC101926905	chr5:141046204-141078031	0	0
XLOC_023831	SLC25A2	chr5:141302628-141304063	0.068549	0.0993213
XLOC_023832	TAF7	chr5:141318489-141320784	43.1734	58.2051
XLOC_023833	DIAPH1	chr5:141514955-141619055	44.1874	59.4676
XLOC_023834	HDAC3	chr5:141620875-141636856	24.8863	26.4337
XLOC_023835	FCHSD1	chr5:141636914-141651419	1.69138	1.04698
XLOC_023836	ARAP3	chr5:141653398-141682247	2.00526	2.39993
XLOC_023837	PCDH1	chr5:141850393-141878834	19.8351	8.60448
XLOC_023838	LOC729080	chr5:141895625-141896695	0	0
XLOC_023839	PCDH12	chr5:141923810-141959062	0.667491	0.959365
XLOC_023840	GNPDA1	chr5:142000668-142013055	11.5173	21.1932
XLOC_023841	SPRY4	chr5:142310426-142325055	4.01241	4.68453
XLOC_023842	SPRY4-IT1	chr5:142310426-142325055	0.709973	0.317445
XLOC_023843	FGF1	chr5:142592177-142698070	0.0129267	0.0950662
XLOC_023844	ARHGAP26-AS1	chr5:142770726-143229007	0	0
XLOC_023845	NR3C1	chr5:143277930-143435512	9.38078	11.859
XLOC_023846	YIPF5	chr5:144158158-144170714	10.5198	16.5914
XLOC_023847	PRELID2	chr5:145756343-145835369	2.46494	1.14818
XLOC_023848	GRXCR2	chr5:145859732-145872968	0	0
XLOC_023849	"LARS,PLAC8L1"	chr5:146084312-146182731	13.1613	21.6169
XLOC_023850	GPR151	chr5:146514853-146516113	0	0
XLOC_023851	PPP2R2B	chr5:146589504-147081520	0.181568	0.192916
XLOC_023852	PPP2R2B-IT1	chr5:146589504-147081520	0	0
XLOC_023853	DPYSL3	chr5:147390807-147511005	3.17262	1.66558
XLOC_023854	JAKMIP2	chr5:147559993-147782848	0.15355	0.509274
XLOC_023855	SPINK1	chr5:147824579-147839231	131.795	85.301
XLOC_023856	C5orf46	chr5:147892707-147906538	0	0.608148
XLOC_023857	SPINK5	chr5:147948792-148137362	0.0432894	2.52598
XLOC_023858	LOC102546294	chr5:148268306-148383850	0.254223	0.095678
XLOC_023859	HTR4	chr5:148451031-148654527	0.250772	0.212973
XLOC_023860	SH3TC2	chr5:148982149-149063174	0.264209	0.103009
XLOC_023861	MIR584	chr5:148982149-149063174	0	0
XLOC_023862	IL17B	chr5:149374266-149379275	0	0.0832443
XLOC_023863	CSNK1A1	chr5:149492435-149552149	31.8807	31.616
XLOC_023864	-	chr5:149637335-149641490	0.0895165	4.30934
XLOC_023865	PDE6A	chr5:149857955-149944793	0.00288551	0.0117137
XLOC_023866	LOC644762	chr5:149857955-149944793	0	0
XLOC_023867	TIGD6	chr5:149993122-150053144	1.55671	1.8652
XLOC_023868	CSF1R	chr5:150053193-150113372	1.62792	11.9889
XLOC_023869	PDGFRB	chr5:150113838-150186342	2.8407	6.33847
XLOC_023870	CAMK2A	chr5:150219490-150289840	0.0138341	0.00441753
XLOC_023871	ARSI	chr5:150296345-150302962	0.0592526	0.225598
XLOC_023872	CD74	chr5:150401636-150412936	556.252	1082.1
XLOC_023873	RPS14	chr5:150444228-150449756	2496.17	3658.81
XLOC_023874	LOC102546298	chr5:150475515-150558211	1.36225	0.448328
XLOC_023875	RBM22	chr5:150690789-150701107	14.5187	24.0888
XLOC_023876	DCTN4	chr5:150702702-150759095	13.1394	18.3332
XLOC_023877	"ZNF300,ZNF300P1"	chr5:150894391-150946584	2.67626	1.39542
XLOC_023878	TNIP1	chr5:151029942-151087660	54.3188	72.9446
XLOC_023879	ANXA6	chr5:151100705-151158004	40.4945	54.1228
XLOC_023880	CCDC69	chr5:151181051-151224093	11.9589	4.42068
XLOC_023881	SLC36A3	chr5:151276364-151303773	0	0
XLOC_023882	SLC36A2	chr5:151314977-151347590	0	0
XLOC_023883	FAT2	chr5:151504091-151568944	0.0039874	0.0187743
XLOC_023884	MIR6499	chr5:151504091-151568944	0	0
XLOC_023885	SPARC	chr5:151661095-151687907	28.2527	53.895
XLOC_023886	ATOX1	chr5:151742821-151758649	455.055	331.191
XLOC_023887	LOC100652758	chr5:151769792-151812744	5.85321	3.81734
XLOC_023888	GLRA1	chr5:151822512-151924836	0	0
XLOC_023889	NMUR2	chr5:152391540-152405279	0.164666	0.0823803
XLOC_023890	LINC01470	chr5:152618964-152972349	0	0
XLOC_023891	FAM114A2	chr5:153990144-154057454	5.51404	6.88723
XLOC_023892	SAP30L-AS1	chr5:154190734-154445822	0.164421	0.178231
XLOC_023893	HAND1	chr5:154474971-154478264	0	0
XLOC_023894	MIR3141	chr5:154596011-154596072	0	0
XLOC_023895	FAXDC2	chr5:154818489-154850653	15.4821	8.66872
XLOC_023896	GEMIN5	chr5:154887415-154938216	3.4674	4.75674
XLOC_023897	TIMD4	chr5:156919281-156963255	0.0834234	0.894805
XLOC_023898	HAVCR1	chr5:157024420-157059126	0.735023	3.29164
XLOC_023899	HAVCR2	chr5:157085831-157109237	0.359658	3.50421
XLOC_023900	MED7	chr5:157133294-157143614	9.3062	13.4906
XLOC_023901	FAM71B	chr5:157162332-157166268	0	0
XLOC_023902	FNDC9	chr5:157266079-157395600	0	0.0257427
XLOC_023903	ADAM19	chr5:157477099-157575823	0.67946	2.35678
XLOC_023904	SOX30	chr5:157625678-157671480	0.0479571	0.0340269
XLOC_023905	CLINT1	chr5:157785742-157859175	18.0275	24.7094
XLOC_023906	LOC101927697	chr5:158320700-158409773	0.00415161	0
XLOC_023907	EBF1	chr5:158695914-159099780	0.295044	1.44597
XLOC_023908	RNF145	chr5:159157408-159210053	10.5942	19.6755
XLOC_023909	IL12B	chr5:159314782-159330473	0	0
XLOC_023910	LOC285627	chr5:159448555-159466276	0	0
XLOC_023911	LOC101927766	chr5:159776774-159871384	0.00291127	0
XLOC_023912	PWWP2A	chr5:160075192-160119540	3.94863	4.51681
XLOC_023913	CCNJL	chr5:160251651-160339592	0.912521	1.80821
XLOC_023914	C1QTNF2	chr5:160347767-160370641	0.0960607	0.156746
XLOC_023915	ZBED8	chr5:160393147-160400097	1.92409	1.66113
XLOC_023916	SLU7	chr5:160401640-160419161	10.5266	21.7786
XLOC_023917	ATP10B	chr5:160563117-160929415	1.78664	0.0214259
XLOC_023918	LOC285629	chr5:160931778-160938626	0.0426889	0.0607035
XLOC_023919	GABRB2	chr5:161288428-161548124	0.0188709	0.0017798
XLOC_023920	LINC01202	chr5:161910461-162001196	0	0.0388133
XLOC_023921	NUDCD2	chr5:163453579-163460137	43.826	38.1274
XLOC_023922	HMMR-AS1	chr5:163460510-163494058	0.0168026	0.0433507
XLOC_023923	LOC101927835	chr5:164448421-164467402	0	0
XLOC_023924	CTB-7E3.1	chr5:166905221-166926370	0	0
XLOC_023925	CTB-178M22.2	chr5:167284837-168264157	0.657682	0.430454
XLOC_023926	PANK3	chr5:168548304-168579645	12.6383	11.0825
XLOC_023927	MIR103A1	chr5:168548304-168579645	0	0
XLOC_023928	SLIT3	chr5:168661732-169301129	0.191411	0.248804
XLOC_023929	MIR218-2	chr5:168661732-169301129	0	0
XLOC_023930	MIR585	chr5:168661732-169301129	0	0
XLOC_023931	FAM196B	chr5:169637246-170083382	0.00477371	0.00724496
XLOC_023932	LINC01187	chr5:170191646-170199141	0	0
XLOC_023933	LCP2	chr5:170232916-170297834	1.30249	5.13916
XLOC_023934	KCNMB1	chr5:170353486-170736632	0.192105	0.545981
XLOC_023935	MIR3912	chr5:171386655-171386760	0	0
XLOC_023936	-	chr5:171794226-171795604	0.235528	0.162649
XLOC_023937	FBXW11	chr5:171861546-172006873	13.5607	14.4121
XLOC_023938	STK10	chr5:172042069-172188342	4.20726	4.75685
XLOC_023939	UBTD2	chr5:172209645-172283791	11.7823	8.76942
XLOC_023940	SH3PXD2B	chr5:172325180-172454523	2.2331	2.33469
XLOC_023941	DUSP1	chr5:172767054-172771247	48.0232	117.841
XLOC_023942	LOC100268168	chr5:172954782-172969771	0.377371	0.294209
XLOC_023943	NKX2-5	chr5:173232103-173235312	0.0250974	0
XLOC_023944	STC2	chr5:173314716-173329503	0.269791	1.11368
XLOC_023945	BOD1	chr5:173607144-173616663	17.9632	24.6372
XLOC_023946	LINC01484	chr5:173689472-173746209	0.690802	0.497171
XLOC_023947	LINC01485	chr5:173783983-173791027	6.14452	14.215
XLOC_023948	FLJ16171	chr5:174919081-174995731	0.0272709	0
XLOC_023949	DRD1	chr5:175440030-175444760	0.90927	0.0325938
XLOC_023950	THOC3	chr5:175959530-175968315	21.9965	24.3599
XLOC_023951	LOC100996385	chr5:176049677-176062055	0	0
XLOC_023952	LOC643201	chr5:176143084-176199295	0.147572	1.16597
XLOC_023953	KIAA1191	chr5:176238358-176361807	22.3324	30.915
XLOC_023954	ARL10	chr5:176365498-176378776	0.0991287	0.349573
XLOC_023955	NOP16	chr5:176383936-176388762	24.8297	41.8371
XLOC_023956	CLTB	chr5:176392454-176416569	206.304	74.2614
XLOC_023957	RNF44	chr5:176526698-176538165	13.0948	18.9488
XLOC_023958	GPRIN1	chr5:176542510-176610130	1.27578	2.94148
XLOC_023959	SNCB	chr5:176620208-176630556	0	0.0171319
XLOC_023960	MIR4281	chr5:176620208-176630556	0	0
XLOC_023961	HK3	chr5:176810558-176899332	0.401682	1.49315
XLOC_023962	UIMC1	chr5:176905004-177022611	6.25718	7.06741
XLOC_023963	RAB24	chr5:177301189-177303744	28.8121	26.389
XLOC_023964	MXD3	chr5:177303761-177313682	8.6004	10.6824
XLOC_023965	LMAN2	chr5:177331561-177351884	211.839	271.091
XLOC_023966	PFN3	chr5:177400106-177400636	0	0.41035
XLOC_023967	F12	chr5:177402132-177409670	158.318	144.629
XLOC_023968	PRR7-AS1	chr5:177426685-177456286	0.122483	0.357911
XLOC_023969	DBN1	chr5:177456612-177473693	5.20931	20.8215
XLOC_023970	PDLIM7	chr5:177483393-177497605	17.7777	44.4963
XLOC_023971	DOK3	chr5:177501815-177510426	0.791402	1.89958
XLOC_023972	DDX41	chr5:177511576-177516966	28.2053	49.5957
XLOC_023973	FAM193B	chr5:177519788-177554547	11.1742	6.86855
XLOC_023974	LOC202181	chr5:177600102-177672277	0.321664	0.804627
XLOC_023975	FAM153A	chr5:177723363-177780504	0	0.025122
XLOC_023976	PROP1	chr5:177992234-177996242	0.0185154	0
XLOC_023977	NHP2	chr5:178130960-178154224	131.111	191.658
XLOC_023978	GMCL1P1	chr5:178184509-178187432	0.0214646	0.00488457
XLOC_023979	PHYKPL	chr5:178204506-178232822	8.1657	16.3115
XLOC_023980	COL23A1	chr5:178237615-178590555	0.0579678	0.157689
XLOC_023981	CLK4	chr5:178602663-178627090	4.18771	4.51941
XLOC_023982	ZNF354A	chr5:178711520-178730702	2.81716	0.652967
XLOC_023983	AACSP1	chr5:178764860-178776276	0.0424423	0
XLOC_023984	GRM6	chr5:178978328-178995123	0.00353021	0.0152986
XLOC_023985	ADAMTS2	chr5:179110850-179345430	0.261017	5.79162
XLOC_023986	LOC101928445	chr5:179550560-179610026	0.0126594	0.0110279
XLOC_023987	HNRNPH1	chr5:179614175-179623721	132.625	126.396
XLOC_023988	C5orf60	chr5:179641543-179645046	0.0709891	0
XLOC_023989	CBY3	chr5:179678557-179680974	0.376693	0.180387
XLOC_023990	-	chr5:179693902-179694808	0.707588	0.685915
XLOC_023991	MGAT4B	chr5:179797597-179858840	98.3473	143.874
XLOC_023992	MIR1229	chr5:179797597-179858840	0	0
XLOC_023993	C5orf45	chr5:179797597-179858840	41.171	146.189
XLOC_023994	TBC1D9B	chr5:179862065-179907913	18.6037	25.816
XLOC_023995	RNF130	chr5:179955066-180072118	46.7022	47.4656
XLOC_023996	MIR340	chr5:179955066-180072118	0	0
XLOC_023997	RASGEF1C	chr5:180100794-180209130	0	0
XLOC_023998	MAPK9	chr5:180233591-180292071	7.93796	8.19673
XLOC_023999	GFPT2	chr5:180300699-180353315	0.0491371	0.732091
XLOC_024000	SCGB3A1	chr5:180590104-180591487	0.767497	2.28764
XLOC_024001	FLT4	chr5:180601505-180649624	0.76047	1.1822
XLOC_024002	OR2Y1	chr5:180739122-180740058	0	0
XLOC_024003	MGAT1	chr5:180789849-180810149	78.62	82.5187
XLOC_024004	HEIH	chr5:180826885-180835726	14.9843	15.9152
XLOC_024005	ZFP62	chr5:180843578-180861441	3.39865	3.81463
XLOC_024006	MIR8089	chr5:181040224-181061523	0	0
XLOC_024007	OR2V1	chr5:181124356-181125304	0	0.0265439
XLOC_024008	LOC102577426	chr5:181191045-181205377	0	0.117882
XLOC_024009	TRIM7	chr5:181191045-181205377	2.54244	8.53832
XLOC_024010	MIR4638	chr5:181222565-181222633	0	0
XLOC_024011	GNB2L1	chr5:181236927-181243906	675.227	1495.66
XLOC_024012	SNORD96A	chr5:181236927-181243906	0	0
XLOC_024013	SNORD95	chr5:181236927-181243906	0	0
XLOC_024014	TRIM52	chr5:181246540-181272307	3.9521	3.83509
XLOC_024015	-	chr5:197973-199521	0.325913	0.381445
XLOC_024016	-	chr5:612289-851640	4.58621	1.37678
XLOC_024017	-	chr5:612289-851640	0.930735	0.229222
XLOC_024018	-	chr5:1345194-1350801	1.90599	1.02591
XLOC_024019	-	chr5:5132084-5422330	0.503881	0.0951878
XLOC_024020	-	chr5:10081641-10082587	0.0818376	0.293415
XLOC_024021	-	chr5:10151667-10152850	0	0.966665
XLOC_024022	-	chr5:10198173-10199384	0.353148	0.558082
XLOC_024023	-	chr5:10201262-10202883	0.385628	0.155216
XLOC_024024	-	chr5:13690326-14011792	0.590279	0.271141
XLOC_024025	-	chr5:18727259-18728896	0.058995	0.307048
XLOC_024026	-	chr5:20830108-20831142	0	0.366612
XLOC_024027	-	chr5:20831593-20834227	0.0439489	0.230474
XLOC_024028	-	chr5:20850056-20853202	0.0630862	0.516673
XLOC_024029	-	chr5:20862356-20863383	0.105577	0.447666
XLOC_024030	-	chr5:20940919-20943020	0.199282	0.127415
XLOC_024031	-	chr5:23595925-23596900	0.644189	0
XLOC_024032	-	chr5:24229114-24230365	0.337417	0
XLOC_024033	-	chr5:24320470-24321693	0.261208	0.0206447
XLOC_024034	-	chr5:24321866-24322790	0.431159	0
XLOC_024035	-	chr5:25167558-25191021	0	0.590286
XLOC_024036	-	chr5:25310942-25311547	0	0.670282
XLOC_024037	-	chr5:25314737-25318397	0.0286303	0.201514
XLOC_024038	-	chr5:25318719-25319960	0	0.2228
XLOC_024039	-	chr5:25320044-25321347	0.0255319	0.570504
XLOC_024040	-	chr5:25425478-25426249	0.669054	0
XLOC_024041	-	chr5:25426744-25427471	0.408972	0.120217
XLOC_024042	-	chr5:25427704-25428894	0.497431	0.0214003
XLOC_024043	-	chr5:25429238-25430739	0.221917	0
XLOC_024044	-	chr5:25685536-25687928	0	0.275156
XLOC_024045	-	chr5:28400582-28401469	0.479057	0
XLOC_024046	-	chr5:28402215-28810603	0.719139	0.531452
XLOC_024047	-	chr5:28402215-28810603	0.108213	0.598495
XLOC_024048	-	chr5:28929689-28931553	0.45501	0.33063
XLOC_024049	-	chr5:34164714-34168218	0.447118	0.513989
XLOC_024050	-	chr5:34182761-34183902	0.787089	0.369525
XLOC_024051	-	chr5:34185672-34186983	1.05214	0.489505
XLOC_024052	-	chr5:34192144-34193835	0.852117	0.273744
XLOC_024053	-	chr5:34206567-34208636	0.121393	0.091002
XLOC_024054	-	chr5:34210046-34211270	0.347877	0.209464
XLOC_024055	-	chr5:34992098-34993292	0.0572726	0.205646
XLOC_024056	-	chr5:34993820-34994886	0	0.233851
XLOC_024057	-	chr5:36701211-36702483	0.0469508	0.278983
XLOC_024058	-	chr5:37068172-37070263	0.414937	0.292001
XLOC_024059	-	chr5:38151553-38152273	0.607658	0.199117
XLOC_024060	-	chr5:42728416-42730454	0.0660188	0.316305
XLOC_024061	-	chr5:42730578-42731028	0	1.3016
XLOC_024062	-	chr5:42952252-42954095	0.261995	0.0985927
XLOC_024063	-	chr5:42971484-42972158	0.648686	0.209177
XLOC_024064	-	chr5:43008692-43009573	0.656276	0.267878
XLOC_024065	-	chr5:43100688-43103922	0.424522	0.287351
XLOC_024066	-	chr5:43708848-43709904	0.184545	0.321046
XLOC_024067	-	chr5:44852131-44855383	0.335498	0.567602
XLOC_024068	-	chr5:44877005-44877981	0	0.317061
XLOC_024069	-	chr5:51208613-51250103	0.274455	0
XLOC_024070	-	chr5:51275466-51277001	0.512689	0
XLOC_024071	-	chr5:52960653-52961896	0.407976	0.333439
XLOC_024072	-	chr5:52979425-52980382	0.331012	0.150852
XLOC_024073	-	chr5:53880374-53881103	0.726534	0.473819
XLOC_024074	-	chr5:55307747-55547958	0.0462214	1.61957
XLOC_024075	-	chr5:55621357-55623089	0.603096	0.479523
XLOC_024076	-	chr5:56952272-56956503	0.466538	0.324997
XLOC_024077	-	chr5:57650511-57752662	0.133873	0.601591
XLOC_024078	-	chr5:57777862-57779330	0	0.133593
XLOC_024079	-	chr5:58008342-58009432	0.189049	0.402994
XLOC_024080	-	chr5:58855056-58856892	0	0.278976
XLOC_024081	-	chr5:58856988-58859325	0	0.517845
XLOC_024082	-	chr5:63394871-63396518	0	0.280374
XLOC_024083	-	chr5:65924783-65925558	0.206176	0.672133
XLOC_024084	-	chr5:66095691-66096713	0.367997	0.0339778
XLOC_024085	-	chr5:67615911-67620848	0.359191	0.00924614
XLOC_024086	-	chr5:67620984-67622004	0.269723	0
XLOC_024087	-	chr5:68938766-68940984	0.0133672	0.309968
XLOC_024088	-	chr5:68967740-69044000	0.0211206	1.00052
XLOC_024089	-	chr5:70855587-70856513	0.552873	1.20777
XLOC_024090	-	chr5:71136946-71138204	0.249638	0.596025
XLOC_024091	-	chr5:72549464-72550770	0.315351	0.014078
XLOC_024092	-	chr5:75023830-75024983	0.328216	0.507526
XLOC_024093	-	chr5:75732974-75734442	0.248314	0.535648
XLOC_024094	-	chr5:77158596-77160351	0.194248	0.209704
XLOC_024095	-	chr5:77991791-77992826	0.210922	0.317618
XLOC_024096	-	chr5:79103042-79104271	0.254781	0.476464
XLOC_024097	-	chr5:80256354-80258202	0.212246	0.338174
XLOC_024098	-	chr5:81405609-81406287	0.0674711	0.544784
XLOC_024099	-	chr5:81406434-81407946	0.0146614	0.252295
XLOC_024100	-	chr5:81411037-81412895	0.0251659	0.365606
XLOC_024101	-	chr5:82586112-82587053	0.680901	0.203553
XLOC_024102	-	chr5:82881469-82882235	0.550255	0
XLOC_024103	-	chr5:83022844-83023397	0.488986	1.23896
XLOC_024104	-	chr5:83792408-83793742	0.0965215	0.636687
XLOC_024105	-	chr5:85244049-85245276	0.0276196	0.349464
XLOC_024106	-	chr5:85592766-85594407	0.0573249	1.68672
XLOC_024107	-	chr5:86031879-86033526	0.134633	0.424999
XLOC_024108	-	chr5:86127397-86129762	0.0188243	0.212035
XLOC_024109	-	chr5:86140834-86144481	0.136058	0.368183
XLOC_024110	-	chr5:86173320-86174648	0.174808	0.374675
XLOC_024111	-	chr5:86209772-86211471	0.281388	0.323127
XLOC_024112	-	chr5:86212629-86214071	0.504304	1.18262
XLOC_024113	-	chr5:86247091-86248543	0.465252	1.0314
XLOC_024114	-	chr5:86304187-86305612	0.282649	0.24709
XLOC_024115	-	chr5:86317564-86318738	0.299864	0.509871
XLOC_024116	-	chr5:86327198-86328298	0.507032	0.631969
XLOC_024117	-	chr5:86347548-86348345	0.426532	0.663219
XLOC_024118	-	chr5:86363705-86364686	0	0.227512
XLOC_024119	-	chr5:86382348-86383122	0.40485	1.3147
XLOC_024120	-	chr5:86412704-86414470	0.44519	1.18693
XLOC_024121	-	chr5:86416697-86418019	0.35178	0.235608
XLOC_024122	-	chr5:86449509-86451901	0.563191	1.38031
XLOC_024123	-	chr5:86488029-86489476	0.398137	0.496317
XLOC_024124	-	chr5:86532259-86533534	0.698347	0.940481
XLOC_024125	-	chr5:86537535-86538928	0.327764	0.750318
XLOC_024126	-	chr5:86542889-86544665	0.572247	0.820829
XLOC_024127	-	chr5:90017258-90017908	0.136539	1.12742
XLOC_024128	-	chr5:90091806-90092657	0	0.454258
XLOC_024129	-	chr5:90154951-90155851	0	2.44415
XLOC_024130	-	chr5:91260948-91261882	0.0325952	1.24259
XLOC_024131	-	chr5:91280227-91282646	0.209009	0.471751
XLOC_024132	-	chr5:91287676-91288608	0	0.299798
XLOC_024133	-	chr5:91289081-91290791	0	0.285015
XLOC_024134	-	chr5:92240739-92241895	0	0.804447
XLOC_024135	-	chr5:92400823-92402443	0.0673619	0.422741
XLOC_024136	-	chr5:92417387-92418216	0.690949	0.190253
XLOC_024137	-	chr5:92890947-92891860	0	0.404806
XLOC_024138	-	chr5:95833849-95835331	0.716455	0.980708
XLOC_024139	-	chr5:97287745-97289094	0.0760542	0.40797
XLOC_024140	-	chr5:99979158-99980556	0.18122	0
XLOC_024141	-	chr5:99990136-99991279	0.407518	0
XLOC_024142	-	chr5:100905285-100906229	0	0.912424
XLOC_024143	-	chr5:101425808-101426856	0.272485	0.0981715
XLOC_024144	-	chr5:101774607-101775777	0.278153	0.0557872
XLOC_024145	-	chr5:101902878-101903637	0.559739	0
XLOC_024146	-	chr5:101995222-101995835	0.799582	0.0853968
XLOC_024147	-	chr5:102115126-102116607	0.484788	0.158051
XLOC_024148	-	chr5:102139306-102140676	0.223451	0.0224591
XLOC_024149	-	chr5:102755171-103031104	0.906313	0.715351
